Japanese,Kana,Romaji,Meaning,Part of speech,Chapter,Register,Usage note,Example 1 (Japanese),Example 1 (English),Example 2 (Japanese),Example 2 (English),Contrast,Misuse note
毎日の学習が重要だ,がくしゅう,gakushuu,Daily study is important.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,毎日の学習が重要だ。,Daily study is important.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
言葉の変遷を調べる,へんせん,hensen,I study the changes in language over time.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,言葉の変遷を調べる。,I study the changes in language over time.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
難しい問いに答えた,とい,toi,I answered a difficult question.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,難しい問いに答えた。,I answered a difficult question.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
歴史から多くを学ぶ,まなぶ,manabu,I learn a lot from history.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,歴史から多くを学ぶ。,I learn a lot from history.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
学んだ理論を実践する,じっせん,jissen,I put the theory I learned into practice.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,学んだ理論を実践する。,I put the theory I learned into practice.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
現地の言葉を少し覚えた,げんち,genchi,I learned a bit of the local language.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,現地の言葉を少し覚えた。,I learned a bit of the local language.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
温故知新の精神で歴史を学ぶ,おんこちしん,onko chishin,I study history in the spirit of learning from the past.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,温故知新の精神で歴史を学ぶ。,I study history in the spirit of learning from the past.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
学校へ行く,がっこう,gakkou,Go to school.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,学校へ行く。,Go to school.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
新聞を読む,しんぶん,shinbun,Read a newspaper.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,新聞を読む。,Read a newspaper.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
手紙を書く,てがみ,tegami,Write a letter.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,手紙を書く。,Write a letter.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
音楽を聞く,きく,kiku,I listen to music.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,音楽を聞く。,I listen to music.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
名前を書く,かく,kaku,Write your name.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,名前を書く。,Write your name.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
先輩に相談する,せんぱい,senpai,I consult a senior colleague.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,先輩に相談する。,I consult a senior colleague.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
後輩を指導する,こうはい,kouhai,I coach a junior member.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,後輩を指導する。,I coach a junior member.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
影響が波及する,はきゅう,hakyuu,The impact spreads.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,影響が波及する。,The impact spreads.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
授業を欠席する,けっせき,kesseki,I am absent from class.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,授業を欠席する。,I am absent from class.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
原稿を校閲する,こうえつ,kouetsu,Proofread the manuscript.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,原稿を校閲する。,Proofread the manuscript.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
読書を奨励する,しょうれい,shourei,We encourage reading.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,読書を奨励する。,We encourage reading.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
三か国語を操る,あやつる,ayatsuru,He commands three languages.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,三か国語を操る。,He commands three languages.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
受付で名前を書く,うけつけ,uketsuke,I write my name at the reception.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,受付で名前を書く。,I write my name at the reception.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
最新の技術を学ぶ,ぎじゅつ,gijutsu,Learn the latest technology.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,最新の技術を学ぶ。,Learn the latest technology.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
住民の意見を聞く,じゅうみん,juumin,Listen to residents' opinions.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,住民の意見を聞く。,Listen to residents' opinions.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
国民の意見を聞く,こくみん,kokumin,Listen to the opinions of the people.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,国民の意見を聞く。,Listen to the opinions of the people.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
感染の拡大を防ぐ,かんせん,kansen,We prevent the spread of infection.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,感染の拡大を防ぐ。,We prevent the spread of infection.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
リスクを分散する,ぶんさん,bunsan,We spread out the risk.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,リスクを分散する。,We spread out the risk.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
習慣が身についた,みにつく,mi ni tsuku,The habit has become part of me.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,習慣が身についた。,The habit has become part of me.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
答えが違いますよ,ちがう,chigau,That answer is wrong.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,答えが違いますよ。,That answer is wrong.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
テスト前に復習する,ふくしゅう,fukushuu,I review before the test.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,テスト前に復習する。,I review before the test.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
出かける支度をする,したく,shitaku,I get ready to go out.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,出かける支度をする。,I get ready to go out.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
注意事項をよく読む,ちゅういじこう,chuui jikou,Read the notes carefully.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,注意事項をよく読む。,Read the notes carefully.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
経済の仕組みを学ぶ,しくみ,shikumi,I learn how the economy works.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,経済の仕組みを学ぶ。,I learn how the economy works.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
答えが分かりますか,こたえ,kotae,Do you know the answer?,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,答えが分かりますか。,Do you know the answer?,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
人口の分布を調べる,ぶんぷ,bunpu,I study the population distribution.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,人口の分布を調べる。,I study the population distribution.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
噂が町中に広がった,ひろがる,hirogaru,The rumor spread across town.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,噂が町中に広がった。,The rumor spread across town.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
糸が絡んで取れない,からむ,karamu,The thread is tangled and won't come off.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,糸が絡んで取れない。,The thread is tangled and won't come off.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
投資の妙味を知った,みょうみ,myoumi,He learned the subtle appeal of investing.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,投資の妙味を知った。,He learned the subtle appeal of investing.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
漫画を読むのが好きだ,まんが,manga,I like reading manga.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,漫画を読むのが好きだ。,I like reading manga.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
古くからの慣行に従う,かんこう,kankou,Follow an old custom.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,古くからの慣行に従う。,Follow an old custom.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
OJTで実務を学んだ,おーじぇーてぃー,oo je tii,I learned the practical work through on-the-job training.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,OJTで実務を学んだ。,I learned the practical work through on-the-job training.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
アメリカに留学したい,りゅうがく,ryuugaku,I want to study abroad in America.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,アメリカに留学したい。,I want to study abroad in America.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
用途によって区分する,くぶん,kubun,We divide them by purpose.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,用途によって区分する。,We divide them by purpose.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
結果について考察する,こうさつ,kousatsu,I examine the results.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,結果について考察する。,I examine the results.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
新しい知識を広めたい,ひろめる,hiromeru,I want to spread new knowledge.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,新しい知識を広めたい。,I want to spread new knowledge.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
世界記録を塗り替えた,ぬりかえる,nurikaeru,He rewrote the world record.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,世界記録を塗り替えた。,He rewrote the world record.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
機械の扱い方を教わる,あつかいかた,atsukaikata,I learn how to handle the machine.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,機械の扱い方を教わる。,I learn how to handle the machine.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
アンケートを回収する,かいしゅうする,kaishuu suru,We collect the questionnaires.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,アンケートを回収する。,We collect the questionnaires.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
先生に発音を教わった,おそわる,osowaru,I learned pronunciation from my teacher.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,先生に発音を教わった。,I learned pronunciation from my teacher.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
上司の意向を忖度した,そんたく,sontaku,He read into and conjectured his boss's intentions.,collocation,Learning and Language,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,上司の意向を忖度した。,He read into and conjectured his boss's intentions.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
取引先へ直行直帰する予定だ,ちょっこうちょっき,chokkou chokki,I plan to go directly to and from the client's office.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,取引先へ直行直帰する予定だ。,I plan to go directly to and from the client's office.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
報連相を徹底するよう指導された,ほうれんそう,hourensou,I was instructed to thoroughly practice report-contact-consult.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,報連相を徹底するよう指導された。,I was instructed to thoroughly practice report-contact-consult.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
社長に報告する,しゃちょう,shachou,I report to the president.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,社長に報告する。,I report to the president.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
危険を伴う作業だ,ともなう,tomonau,It's work that involves danger.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,危険を伴う作業だ。,It's work that involves danger.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
民間の会社で働く,みんかん,minkan,I work at a private company.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,民間の会社で働く。,I work at a private company.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
取り急ぎご報告まで,とりいそぎ,toriisogi,"For now, this is just a quick report.",collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,取り急ぎご報告まで。,"For now, this is just a quick report.",,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
海外企業と取引する,とりひき,torihiki,Do business with a foreign company.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,海外企業と取引する。,Do business with a foreign company.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
新聞社で働いている,しんぶんしゃ,shinbunsha,I work for a newspaper company.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,新聞社で働いている。,I work for a newspaper company.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
九時に出社する予定だ,しゅっしゃ,shussha,I plan to come to the office at 9.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,九時に出社する予定だ。,I plan to come to the office at 9.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
取引先に電話をかけた,とりひきさき,torihikisaki,I called the business client.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,取引先に電話をかけた。,I called the business client.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
貿易会社で働いている,ぼうえき,boueki,I work at a trading company.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,貿易会社で働いている。,I work at a trading company.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
社訓を朝礼で唱和する,しゃくん,shakun,We recite the company motto at the morning meeting.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,社訓を朝礼で唱和する。,We recite the company motto at the morning meeting.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
事業を拡張する計画だ,かくちょう,kakuchou,We plan to expand the business.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,事業を拡張する計画だ。,We plan to expand the business.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
会社の業績が回復した,ぎょうせき,gyouseki,The company's performance recovered.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,会社の業績が回復した。,The company's performance recovered.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
お客様に優しく接する,せっする,sessuru,I treat customers kindly.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,お客様に優しく接する。,I treat customers kindly.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
来春、会社に就職する,しゅうしょくする,shuushoku suru,I will start working at a company next spring.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,来春、会社に就職する。,I will start working at a company next spring.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
警官に呼び止められた,よびとめる,yobitomeru,I was stopped by a police officer.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,警官に呼び止められた。,I was stopped by a police officer.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
初対面で名刺を交換した,めいし,meishi,We exchanged business cards at our first meeting.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,初対面で名刺を交換した。,We exchanged business cards at our first meeting.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
社是を胸に業務にあたる,しゃぜ,shaze,I approach my work keeping the company's creed in mind.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,社是を胸に業務にあたる。,I approach my work keeping the company's creed in mind.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
新規事業計画を提出した,じぎょうけいかく,jigyou keikaku,I submitted the new business plan.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,新規事業計画を提出した。,I submitted the new business plan.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
提携先との会議を開いた,ていけいさき,teikeisaki,We held a meeting with our partner company.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,提携先との会議を開いた。,We held a meeting with our partner company.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
半年かけて計画を練った,けいかくをねる,keikaku o neru,I carefully worked out the plan over six months.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,半年かけて計画を練った。,I carefully worked out the plan over six months.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
新しい事業の構想を練る,こうそう,kousou,I develop a plan for a new business.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,新しい事業の構想を練る。,I develop a plan for a new business.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
仕事の合間に夜食を食べた,やしょく,yashoku,I ate a late-night snack between work tasks.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,仕事の合間に夜食を食べた。,I ate a late-night snack between work tasks.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
社宅に住んで通勤している,しゃたく,shataku,I live in company housing and commute to work.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,社宅に住んで通勤している。,I live in company housing and commute to work.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
社内会議で新方針が決まった,しゃないかいぎ,shanai kaigi,The new policy was decided at the internal company meeting.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,社内会議で新方針が決まった。,The new policy was decided at the internal company meeting.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
職人技の極致と言える作品だ,きょくち,kyokuchi,It's a work that could be called the ultimate craftsmanship.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,職人技の極致と言える作品だ。,It's a work that could be called the ultimate craftsmanship.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
会議前に関係者へ根回しをした,ねまわし,nemawashi,He laid the groundwork with stakeholders before the meeting.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,会議前に関係者へ根回しをした。,He laid the groundwork with stakeholders before the meeting.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
これまでの計画をご破算にした,ごはさんにする,gohasan ni suru,They called off the plan made so far.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,これまでの計画をご破算にした。,They called off the plan made so far.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
来年、株式市場に上場する予定だ,じょうじょう,joujou,The company plans to list on the stock market next year.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,来年、株式市場に上場する予定だ。,The company plans to list on the stock market next year.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
働き方改革が社内で進められている,はたらきかたかいかく,hatarakikata kaikaku,Work style reform is being advanced within the company.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,働き方改革が社内で進められている。,Work style reform is being advanced within the company.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
詳細を詰める,しょうさい,shousai,Work out the details.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,詳細を詰める。,Work out the details.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
計画が破綻した,はたん,hatan,The plan collapsed.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,計画が破綻した。,The plan collapsed.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
大阪へ出張する,しゅっちょう,shucchou,I go to Osaka on business.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,大阪へ出張する。,I go to Osaka on business.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
事業を拡大する,かくだい,kakudai,Expand the business.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,事業を拡大する。,Expand the business.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
計画に反対する,はんたい,hantai,Oppose the plan.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,計画に反対する。,Oppose the plan.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
計画を実現する,じつげん,jitsugen,Realize the plan.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,計画を実現する。,Realize the plan.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
作業を監督する,かんとく,kantoku,Supervise the work.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,作業を監督する。,Supervise the work.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
事業を承継する,しょうけい,shoukei,Succeed the business.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,事業を承継する。,Succeed the business.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
帳票を印刷する,ちょうひょう,chouhyou,Print the form.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,帳票を印刷する。,Print the form.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
8時に出勤する,しゅっきん,shukkin,Go to work at 8.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,8時に出勤する。,Go to work at 8.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
勤怠を管理する,きんたい,kintai,Manage attendance.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,勤怠を管理する。,Manage attendance.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
進捗を報告する,ほうこく,houkoku,Report the progress.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,進捗を報告する。,Report the progress.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
付帯工事を行う,ふたい,futai,Carry out ancillary work.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,付帯工事を行う。,Carry out ancillary work.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
社長に就任した,しゅうにん,shuunin,He assumed the position of president.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,社長に就任した。,He assumed the position of president.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
会社を設立した,せつりつ,setsuritsu,I founded a company.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,会社を設立した。,I founded a company.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
