Japanese,Kana,Romaji,Meaning,Part of speech,Chapter,Register,Usage note,Example 1 (Japanese),Example 1 (English),Example 2 (Japanese),Example 2 (English),Contrast,Misuse note
授業の予習をする,じゅぎょうのよしゅうをする,jugyou no yoshuu o suru,to prepare for a class in advance,collocation,Learning and Language,neutral,"予習 is study completed before a lesson; の links the lesson and preparation, and を marks the activity.",難しい文章があるので授業の予習をした。,I prepared for class because the assigned passage was difficult.,教科書を読んでから授業の予習をする。,I prepare for class by reading the textbook first.,授業の復習をする: review a class / 次の課を予習する: prepare the next lesson,"Use の in the noun phrase. The shorter 授業を予習する can occur, but lesson material is often the direct object."
メールの返事を書く,めーるのへんじをかく,meeru no henji o kaku,to write a reply to an email,collocation,Learning and Language,neutral,"The message being answered is linked to 返事 with の, and the reply produced takes を with 書く.",先生から届いたメールの返事を書いた。,I wrote a reply to the email from my teacher.,質問を確認してからメールの返事を書く。,I check the question before writing my email reply.,メールに返信する: reply to an email / 手紙の返事を書く: write a reply to a letter,"メールに返事を書く is also natural, with に marking the target. Do not combine both patterns mechanically."
毎日学習を続ける,まいにちがくしゅうをつづける,mainichi gakushuu o tsuzukeru,to continue studying every day,collocation,Learning and Language,neutral,学習を続ける names the sustained activity; 毎日 supplies frequency without turning the entry into a general claim.,短い時間でも毎日学習を続けている。,"I keep studying every day, even if only for a short time.",無理のない計画で毎日学習を続ける。,I continue studying daily with a manageable plan.,"学習を習慣にする: make study a habit / 勉強を続ける: keep studying, conversational",Use を with transitive 続ける. 学習が続く is the intransitive pattern and focuses on the activity continuing.
言葉の変遷を調べる,ことばのへんせんをしらべる,kotoba no hensen o shiraberu,to investigate how a word or language has changed over time,collocation,Learning and Language,neutral,"変遷 refers to change across time, and 調べる implies gathering evidence rather than guessing an origin.",辞書や古い資料で言葉の変遷を調べた。,I used dictionaries and old documents to trace how the word changed over time.,用例を年代順に並べて言葉の変遷を調べる。,I arrange examples chronologically to investigate the word's development.,語源を調べる: investigate etymology / 意味の変化を追う: trace semantic change,"Use の to link the subject and its changes. Historical claims need dated sources, not resemblance alone."
問いに答える,といにこたえる,toi ni kotaeru,to answer a question or address an issue,collocation,Learning and Language,neutral,The question addressed takes に with 答える.,文章を読み直して最後の問いに答えた。,I reread the passage and answered the final question.,簡単には答えられない問いに自分の言葉で答える。,I answer in my own words a question with no easy answer.,質問に答える: answer a question / 問いを立てる: formulate a question,Use に with 答える. Use を with the related noun phrase 答えを出す.
歴史から学ぶ,れきしからまなぶ,rekishi kara manabu,to learn from history,collocation,Learning and Language,neutral,から marks the source of lessons or knowledge.,過去の失敗を繰り返さないよう歴史から学ぶ。,We learn from history so as not to repeat past failures.,異なる立場の資料を読んで歴史から学びたい。,I want to learn from history by reading sources from different perspectives.,歴史を学ぶ: study history / 経験から学ぶ: learn from experience,Use から for the source and を when history itself is the subject studied.
理論を実践に移す,りろんをじっせんにうつす,riron o jissen ni utsusu,to put theory into practice,collocation,Learning and Language,neutral,Xを実践に移す is a set pattern for turning an abstract idea or plan into action.,授業で学んだ理論を小さな活動から実践に移した。,I began putting the theory from class into practice through a small activity.,安全を確認してから理論を実践に移す。,I put the theory into practice only after checking safety.,理論を実践する: apply a theory / 計画を実行に移す: put a plan into action,Use を for what is transferred and に for the destination state. Do not test risky ideas without appropriate safeguards.
現地の言葉を覚える,げんちのことばをおぼえる,genchi no kotoba o oboeru,to learn some of the local language,collocation,Learning and Language,neutral,現地の言葉 refers to language used in the place visited; the material learned takes を.,市場で使う挨拶など現地の言葉を少し覚えた。,"I learned a little of the local language, including greetings used at the market.",旅行前に感謝を伝える現地の言葉を覚える。,"Before traveling, I learn local words for expressing thanks.",現地語を学ぶ: study a local language / 現地の表現を覚える: learn local expressions,Use の to link place and language. Identify the actual language where possible rather than treating a location as linguistically uniform.
温故知新の精神で学ぶ,おんこちしんのせいしんでまなぶ,onko chishin no seishin de manabu,to learn in the spirit of drawing new insight from the past,collocation,Learning and Language,neutral,温故知新 is a four-character expression from the Analects: reviewing the old to gain new knowledge; で marks the guiding stance.,古い記録を今の課題に結びつけ、温故知新の精神で学ぶ。,I study in the spirit of drawing new insight from old records and applying it to current issues.,温故知新の精神で伝統技術と現代の方法を比べる。,"In that spirit, I compare traditional techniques with modern methods.",過去から学ぶ: learn from the past / 古きを温ねて新しきを知る: review the old to know the new,Use の to build the noun phrase and で for the stance. Explain the idiom rather than assuming all readers know its classical source.
学校に通う,がっこうにかよう,gakkou ni kayou,to attend school regularly,collocation,Learning and Language,neutral,通う implies repeated travel to and from a place; the destination takes に.,平日は電車で学校に通っている。,I travel to school by train on weekdays.,家から歩いて学校に通う。,I walk to school from home.,学校へ行く: go to school / 塾に通う: attend a cram school regularly,"Use に with 通う. で marks the means of travel, as in バスで通う."
新聞を読む,しんぶんをよむ,shinbun o yomu,to read a newspaper,collocation,Learning and Language,neutral,Written material takes を with 読む; 新聞 can mean a printed paper or its publication more broadly.,朝食を取りながら新聞を読む。,I read the newspaper over breakfast.,複数の新聞を読んで報道の違いを比べた。,I read several newspapers and compared their coverage.,新聞記事を読む: read a newspaper article / ニュースを見る: watch or check the news,"Use を for the material read. Evaluate source, date, and distinction between reporting and opinion."
手紙を書く,てがみをかく,tegami o kaku,to write a letter,collocation,Learning and Language,neutral,"The written object takes を, while the recipient may take に or へ.",遠くに住む祖母へ手紙を書いた。,"I wrote a letter to my grandmother, who lives far away.",感謝を伝えるため先生に手紙を書く。,I write a letter to my teacher to express my thanks.,手紙を送る: send a letter / 手紙に名前を書く: write a name on a letter,Use を for the letter and に or へ for the recipient. Use 手紙に書く when naming content written in the letter.
音声を聞く,おんせいをきく,onsei o kiku,to listen to an audio recording,collocation,Learning and Language,neutral,音声を聞く is the basic pattern for listening to recorded speech or audio; the material takes を.,発音を確認するため教材の音声を何度も聞いた。,I listened to the course audio repeatedly to check pronunciation.,文字を見ずに会話の音声を聞く練習をする。,I practice listening to dialogue audio without looking at the text.,音声を聴く: listen attentively to audio / 音声が聞こえる: audio can be heard,Use を with 聞く. Use が with 聞こえる for an involuntary or audible result.
名前を書く,なまえをかく,namae o kaku,to write one's name,collocation,Learning and Language,neutral,The content written takes を; the writing surface or location often takes に.,答案用紙の上に名前を書いてください。,Please write your name at the top of the answer sheet.,漢字とふりがなで名前を書く。,I write my name in kanji and add the reading.,"名前を記入する: enter a name, formal / 名前を署名する: nonstandard; sign one's name is 署名する",Use を for what is written and に for where it is written. Use 署名する when the legal or attestive act of signing matters.
先輩に相談する,せんぱいにそうだんする,senpai ni soudan suru,to consult a senior peer,collocation,Learning and Language,neutral,"The person consulted takes に; 先輩 is someone senior within a shared school, workplace, or group.",履修する科目について同じ学科の先輩に相談した。,I asked a senior student in my department for advice about which courses to take.,経験のある先輩に勉強法を相談する。,I consult an experienced senior student about study methods.,先輩と相談する: discuss with a senior peer / 先生に相談する: consult a teacher,Use に for the adviser and と for mutual discussion. Check whether the person has relevant experience.
後輩を指導する,こうはいをしどうする,kouhai o shidou suru,to instruct or mentor a junior peer,collocation,Learning and Language,neutral,The person receiving instruction takes を with 指導する; the topic can take について.,実験の安全手順について後輩を指導した。,I instructed a junior student in the laboratory safety procedures.,答えを押しつけずに後輩を指導する。,I mentor junior peers without forcing my answers on them.,後輩に教える: teach a junior peer / 後輩を支援する: support a junior peer,"Use を with 指導する. に is used with 教える, which follows a different argument pattern."
知識を応用する,ちしきをおうようする,chishiki o ouyou suru,to apply knowledge,collocation,Learning and Language,neutral,"The knowledge used takes を, and the new target or field can take に with 応用する.",授業で得た知識を実際の問題に応用した。,I applied knowledge from class to a real problem.,基本的な文法知識を会話に応用する。,I apply basic grammar knowledge to conversation.,知識を活用する: make practical use of knowledge / 理論を実践に移す: put theory into practice,Use を for the source knowledge and に for the target. Verify that assumptions still hold in the new context.
授業を欠席する,じゅぎょうをけっせきする,jugyou o kesseki suru,to miss or be absent from a class,collocation,Learning and Language,neutral,"In current usage, the event missed commonly takes を with 欠席する; から can also mark absence from an event.",体調が悪くて午前の授業を欠席した。,I missed the morning class because I was unwell.,授業を欠席するときは先生に連絡する。,I contact the teacher when I am going to miss class.,"授業を休む: miss class, conversational / 授業に出席する: attend class",Use を in this common pattern. Some formal contexts use 会議を欠席する or 会議に欠席する; follow institutional style.
原稿を校閲する,げんこうをこうえつする,genkou o kouetsu suru,to substantively edit and verify a manuscript,collocation,Learning and Language,neutral,"校閲 covers checking and correcting content, facts, wording, and consistency; the manuscript takes を.",公開前に専門家が用語と事実を含めて原稿を校閲した。,"Before publication, a specialist edited the manuscript, including its terminology and facts.",引用元を確認しながら原稿を校閲する。,I edit and fact-check the manuscript while verifying its sources.,原稿を校正する: proofread a manuscript / 文章を推敲する: polish one's writing,"Use を with 校閲する. Distinguish content editing from 校正, which focuses on comparing proofs and correcting errors."
読書を奨励する,どくしょをしょうれいする,dokusho o shourei suru,to encourage reading,collocation,Learning and Language,neutral,奨励する is a formal verb for actively encouraging a practice; the activity takes を.,学校は幅広い本に触れる読書を奨励している。,The school encourages reading across a wide range of books.,家庭でも子どもが選ぶ読書を奨励する。,"At home, we encourage children to choose what they read.","本を読むよう勧める: recommend reading books / 読書を推進する: promote reading, institutional","Use を with 奨励する. In direct conversation, 勧める often sounds less institutional."
三か国語を操る,さんかこくごをあやつる,sankakokugo o ayatsuru,to command three languages skillfully,collocation,Learning and Language,neutral,"With languages, 操る implies skilled, controlled use and often carries admiration.",彼女は仕事で三か国語を自在に操る。,She uses three languages with ease in her work.,通訳者は場面に応じて三か国語を操っている。,The interpreter commands three languages and switches according to the situation.,三か国語を話す: speak three languages / 多言語を使い分ける: use multiple languages appropriately,Use を with 操る. Avoid exoticizing multilingual speakers or overstating proficiency.
申込書に名前を書く,もうしこみしょになまえをかく,moushikomisho ni namae o kaku,to write one's name on an application form,collocation,Learning and Language,neutral,"The writing surface takes に, and the content written takes を.",受付で申込書に名前を書いた。,I wrote my name on the application form at reception.,読みやすい字で申込書に名前を書いてください。,Please write your name legibly on the application form.,申込書に記入する: fill in an application form / 申込書に署名する: sign an application form,Use に for the form and を for the name. Follow the form's stated script and signature requirements.
最新の技術を学ぶ,さいしんのぎじゅつをまなぶ,saishin no gijutsu o manabu,to learn the latest techniques or technology,collocation,Learning and Language,neutral,"最新の identifies what is most recent in a field, and the subject learned takes を.",基礎を復習してから最新の技術を学ぶ。,I review the fundamentals before learning the latest techniques.,一次資料を確認しながら最新の技術を学んでいる。,I am learning the latest technology while checking primary documentation.,新しい技術を学ぶ: learn new technology / 基礎技術を身につける: acquire foundational skills,Use の after 最新. Verify the date and authoritative source because 'latest' becomes stale quickly.
人の意見を聞く,ひとのいけんをきく,hito no iken o kiku,to listen to another person's opinion,collocation,Learning and Language,neutral,The opinion heard takes を; の links it to the person who holds it.,結論を出す前に立場の違う人の意見を聞いた。,"Before reaching a conclusion, I listened to someone with a different perspective.",反論を考える前に人の意見を最後まで聞く。,I listen to another person's opinion to the end before forming a rebuttal.,人に意見を尋ねる: ask someone for an opinion / 人の話を聞く: listen to someone,Use を for the opinion and に when the person is the source asked. Hearing one person does not establish representativeness.
幅広い意見を聞く,はばひろいいけんをきく,habahiroi iken o kiku,to hear a broad range of opinions,collocation,Learning and Language,neutral,"幅広い modifies 意見 and indicates diversity in positions, backgrounds, or concerns.",計画を決める前に利用者から幅広い意見を聞いた。,"Before finalizing the plan, we heard a broad range of views from users.",回答しにくい人にも方法を用意して幅広い意見を聞く。,We provide ways for people who find it hard to respond so that we hear a broad range of views.,多くの意見を聞く: hear many opinions / 異なる立場の意見を聞く: hear views from different positions,Use the i-adjective directly before the noun. Explain sampling and access before claiming the opinions are broad.
誤解の拡大を防ぐ,ごかいのかくだいをふせぐ,gokai no kakudai o fusegu,to prevent a misunderstanding from spreading,collocation,Learning and Language,neutral,拡大を防ぐ focuses on stopping an existing problem from reaching more people or becoming larger.,早めに訂正して誤解の拡大を防いだ。,We corrected the error early and prevented the misunderstanding from spreading.,出典を示すことが誤解の拡大を防ぐ助けになる。,Citing the source helps prevent the misunderstanding from spreading.,誤解を解く: clear up a misunderstanding / 誤情報の拡散を防ぐ: prevent misinformation from spreading,"Use の to link the misunderstanding and expansion, then を with 防ぐ. Correct the underlying claim rather than only its reach."
学習時間を分散する,がくしゅうじかんをぶんさんする,gakushuu jikan o bunsan suru,to spread study time across multiple sessions,collocation,Learning and Language,neutral,分散する means distributing a total across times or locations; the distributed resource takes を.,一夜に詰め込まず一週間に学習時間を分散した。,I spread my study time across a week instead of cramming in one night.,短い回に学習時間を分散すると続けやすかった。,Spreading study time across short sessions made it easier for me to continue.,学習時間を確保する: secure study time / 復習の間隔を空ける: space review sessions,Use を with transitive 分散する. Measure outcomes instead of assuming any fragmented schedule is better.
学習習慣が身につく,がくしゅうしゅうかんがみにつく,gakushuu shuukan ga mi ni tsuku,to develop a study habit,collocation,Learning and Language,neutral,"身につく is intransitive and describes a habit, skill, or knowledge becoming established in a person.",毎朝机に向かう学習習慣が少しずつ身についた。,I gradually developed the habit of studying each morning.,無理のない目標なら学習習慣が身につきやすい。,A manageable goal makes a study habit easier to establish.,学習習慣を身につける: acquire a study habit deliberately / 習慣が定着する: a habit becomes established,Use が with 身につく and を with transitive 身につける.
答えが違う,こたえがちがう,kotae ga chigau,for an answer to be different or incorrect,collocation,Learning and Language,neutral,違う can mean different from a reference or wrong in context; the answer takes が.,計算の途中を確認すると答えが違っていた。,Checking the calculation showed that the answer was different.,私と答えが違っても、まず考え方を聞く。,"Even when someone's answer differs from mine, I first ask about their reasoning.","答えが間違っている: the answer is wrong / 答えが異なる: the answer differs, formal",Use が with 違う. Avoid sentence-final よ when it would sound needlessly corrective or patronizing.
テスト前に復習する,てすとまえにふくしゅうする,tesuto mae ni fukushuu suru,to review before a test,collocation,Learning and Language,neutral,X前に marks the time before an event; 復習する means revisiting material already learned.,テスト前に間違えた問題を中心に復習した。,"Before the test, I reviewed mainly the questions I had missed.",普段から復習し、テスト前に要点だけ確認する。,I review routinely and check only the key points before the test.,授業後に復習する: review after class / テスト勉強をする: study for a test,"Use に after the time expression. Name the material with を when needed, as in 文法を復習する."
発表の支度をする,はっぴょうのしたくをする,happyou no shitaku o suru,to prepare for a presentation,collocation,Learning and Language,neutral,支度 covers practical preparations needed before an activity; の links the event and preparation.,資料と機材を確認して発表の支度をした。,I prepared for the presentation by checking the materials and equipment.,会場に着いたらすぐ発表の支度をする。,I prepare for the presentation as soon as I reach the venue.,発表の準備をする: prepare for a presentation / 発表を練習する: rehearse a presentation,Use の in the noun phrase. 準備 is broader and usually more neutral in academic contexts.
注意事項をよく読む,ちゅういじこうをよくよむ,chuui jikou o yoku yomu,to read the instructions and cautions carefully,collocation,Learning and Language,neutral,"注意事項 is a formal label for cautions, conditions, and important instructions; the text takes を.",申し込む前に注意事項をよく読んだ。,I read the instructions and cautions carefully before applying.,実験を始める前に安全上の注意事項をよく読む。,I read the safety instructions carefully before starting the experiment.,利用規約を確認する: check the terms of use / 説明を注意深く読む: read the explanation carefully,Use を with 読む. Reading alone is not compliance; confirm understanding and follow required procedures.
仕組みを学ぶ,しくみをまなぶ,shikumi o manabu,to learn how a system works,collocation,Learning and Language,neutral,仕組み refers to the arrangement or mechanism by which something functions; it takes を.,例を使って市場の仕組みを学んだ。,I learned how markets work through examples.,図を描きながら文法の仕組みを学ぶ。,I learn how the grammar works by drawing diagrams.,構造を理解する: understand the structure / 仕組みを調べる: investigate how it works,Use を with 学ぶ. State the scope and limitations of a model when teaching complex systems.
答えが分かる,こたえがわかる,kotae ga wakaru,to know or work out the answer,collocation,Learning and Language,neutral,"分かる is intransitive, so the answer understood takes が.",式を書き直したら答えが分かった。,I worked out the answer after rewriting the equation.,答えが分かっても理由を説明できるか確認する。,"Even when I know the answer, I check whether I can explain why.",答えを知っている: know the answer / 解き方が分かる: understand how to solve it,"Use が with 分かる and を with 知る or 理解する, according to the verb."
データの分布を調べる,でーたのぶんぷをしらべる,deeta no bunpu o shiraberu,to examine the distribution of data,collocation,Learning and Language,neutral,分布 describes how observations are spread across values or locations; 調べる marks active examination.,平均だけでなくデータの分布も調べた。,"I examined the data distribution, not only the mean.",外れ値を確認してからデータの分布を調べる。,I check outliers before examining the data distribution.,人口の分布を調べる: examine population distribution / ばらつきを確認する: check variability,"Use の to link data and distribution. State sample, scale, missing values, and method when reporting findings."
うわさが広がる,うわさがひろがる,uwasa ga hirogaru,for a rumor to spread,collocation,Learning and Language,neutral,広がる is intransitive; the rumor takes が and the area reached can take に.,事実を確認しないまま学校中にうわさが広がった。,The rumor spread throughout the school before anyone checked the facts.,うわさが広がる前に一次情報を確認する。,I check the primary source before a rumor spreads.,うわさを広める: spread a rumor deliberately / 情報が拡散する: information circulates widely,Use が with 広がる and を with transitive 広める. Do not repeat identifying details merely to debunk them.
文脈から意味を読み取る,ぶんみゃくからいみをよみとる,bunmyaku kara imi o yomitoru,to infer meaning from context,collocation,Learning and Language,neutral,"The evidence source takes から, and the inferred meaning takes を with 読み取る.",知らない単語でも文脈から意味を読み取った。,"Even though I did not know the word, I inferred its meaning from context.",前後の文を比べて文脈から意味を読み取る。,I compare the surrounding sentences and infer the meaning from context.,文脈から推測する: infer from context / 辞書で意味を調べる: look up the meaning,Use から for evidence and を for what is inferred. Verify uncertain guesses with reliable references.
学ぶ妙味を知る,まなぶみょうみをしる,manabu myoumi o shiru,to discover the particular pleasure of learning,collocation,Learning and Language,neutral,"妙味 is the distinctive, subtle appeal found through experience; a relative clause can specify its domain.",自分で問いを立てて初めて学ぶ妙味を知った。,Only after forming my own questions did I discover the special pleasure of learning.,答えより過程に目を向けると学ぶ妙味を知ることがある。,Focusing on the process rather than the answer can reveal the pleasure of learning.,学ぶ楽しさを知る: discover the joy of learning / 研究の妙味を味わう: savor the appeal of research,"Use を with 知る. In ordinary learner-facing prose, 学ぶ楽しさ is more accessible."
漫画を読む,まんがをよむ,manga o yomu,to read manga,collocation,Learning and Language,neutral,The reading material takes を with 読む.,日本語の会話表現に触れるため漫画を読む。,I read manga to encounter conversational Japanese.,場面と人物関係を確認しながら漫画を読む。,I read manga while checking the scene and relationships between characters.,漫画が好きだ: like manga / 漫画から表現を学ぶ: learn expressions from manga,Use を with 読む. Do not copy marked character speech into real conversation without checking register.
慣行に従う,かんこうにしたがう,kankou ni shitagau,to follow an established practice,collocation,Learning and Language,neutral,"The rule, practice, or guidance followed takes に with 従う.",研究分野の引用慣行に従って出典を示した。,I cited the source according to the field's citation practices.,古くからの慣行に従う前に現在の基準を確認する。,"Before following an old practice, I check the current standards.",規則に従う: follow a rule / 慣例を見直す: review a convention,Use に with 従う. Evaluate authority and date rather than treating tradition alone as justification.
実務を学ぶ,じつむをまなぶ,jitsumu o manabu,to learn practical work,collocation,Learning and Language,neutral,"実務 means the actual tasks and procedures of a job, in contrast with theory or classroom explanation.",研修のあと現場で実務を学んだ。,"After training, I learned the practical work on site.",先輩の説明を受けながら段階的に実務を学ぶ。,I learn the practical work in stages with guidance from a senior colleague.,OJTで実務を学ぶ: learn practical work through on-the-job training / 実務経験を積む: gain practical experience,"Use を with 学ぶ. OJT is a method, not a guarantee of training quality."
海外に留学する,かいがいにりゅうがくする,kaigai ni ryuugaku suru,to study abroad,collocation,Learning and Language,neutral,The destination takes に with 留学する; 海外 avoids treating one country as the default.,大学在学中に一年間海外に留学した。,I studied abroad for a year while at university.,目的と費用を調べてから海外に留学するか決める。,I will decide whether to study abroad after researching my goals and costs.,外国で学ぶ: study in a foreign country / 交換留学に参加する: take part in an exchange program,Use に for the destination and で for the place of the learning activity. Name the country when it matters.
用途によって区分する,ようとによってくぶんする,youto ni yotte kubun suru,to classify according to use,collocation,Learning and Language,neutral,"によって marks the criterion, and 区分する means dividing into defined categories.",教材を用途によって三つに区分した。,I classified the materials into three groups according to their use.,同じ資料でも用途によって区分が変わる。,The same material may be classified differently depending on its use.,目的別に分ける: divide by purpose / 用途に応じて使い分ける: use differently according to purpose,Use によって for the criterion. State category definitions so others can reproduce the classification.
結果について考察する,けっかについてこうさつする,kekka ni tsuite kousatsu suru,to discuss and interpret results,collocation,Learning and Language,neutral,"について marks the subject of analysis; 考察する goes beyond description to interpret causes, meaning, and limitations.",予想と異なった結果について考察した。,I discussed and interpreted the results that differed from my prediction.,欠測と誤差の可能性を含めて結果について考察する。,I interpret the results while considering missing data and possible error.,結果を分析する: analyze the results / 結果について述べる: describe the results,"Use について for the topic. Separate observed result, interpretation, uncertainty, and alternative explanations."
知識を広める,ちしきをひろめる,chishiki o hiromeru,to spread knowledge,collocation,Learning and Language,neutral,広める is transitive and takes the content disseminated with を; the audience or area can take に.,防災の正しい知識を地域に広めたい。,I want to spread accurate disaster-preparedness knowledge in the community.,出典を示して検証可能な知識を広める。,I spread verifiable knowledge and cite the sources.,知識が広まる: knowledge spreads / 情報を共有する: share information,Use を with 広める and が with intransitive 広まる. Correct errors as visibly as the original claim.
記録を塗り替える,きろくをぬりかえる,kiroku o nurikaeru,to break or rewrite a record,collocation,Learning and Language,neutral,"塗り替える metaphorically means replacing a previous record with a new, better one.",学習アプリの連続利用記録を塗り替えた。,I broke my streak record in the learning app.,速さより正確さを保ったまま記録を塗り替えたい。,I want to break the record while preserving accuracy rather than chasing speed alone.,記録を更新する: set a new record / 記録を書き換える: rewrite a record or data entry,"Use を with 塗り替える. In data administration, use 更新する or 修正する to avoid the sporting metaphor."
機械の扱い方を教わる,きかいのあつかいかたをおそわる,kikai no atsukaikata o osowaru,to be taught how to operate a machine,collocation,Learning and Language,neutral,The skill learned takes を; the teacher can take に or から with 教わる.,担当者から機械の安全な扱い方を教わった。,The person in charge taught me how to operate the machine safely.,実演を見ながら機械の扱い方を教わる。,I learn how to handle the machine while watching a demonstration.,機械の使い方を習う: learn how to use a machine / 担当者に操作を教わる: be taught the operation,Use を for the content and に or から for the teacher. Follow formal training and authorization requirements.
アンケートを回収する,あんけーとをかいしゅうする,ankeeto o kaishuu suru,to collect completed questionnaires,collocation,Learning and Language,neutral,The forms or responses collected take を with 回収する.,回答期限のあとで匿名のアンケートを回収した。,We collected the anonymous questionnaires after the response deadline.,個人を特定できない方法でアンケートを回収する。,We collect the questionnaires in a way that does not identify respondents.,回答を集める: gather responses / アンケートを配布する: distribute a questionnaire,Use を with 回収する. Protect confidentiality and honor the stated purpose and consent conditions.
先生に発音を教わる,せんせいにはつおんをおそわる,sensei ni hatsuon o osowaru,to learn pronunciation from a teacher,collocation,Learning and Language,neutral,The teacher takes に and the skill learned takes を with 教わる.,授業で先生にアクセントを含む発音を教わった。,"In class, my teacher taught me pronunciation, including pitch accent.",録音を聞き比べながら先生に発音を教わる。,I learn pronunciation from my teacher while comparing recordings.,先生から発音を教わる: learn pronunciation from a teacher / 発音を直してもらう: have someone correct one's pronunciation,"Use に or から for the source and を for the content. Label regional, social, and stylistic variation accurately."
相手の意向を忖度する,あいてのいこうをそんたくする,aite no ikou o sontaku suru,to infer and accommodate another person's unstated wishes,collocation,Learning and Language,neutral,忖度 originally means inferring another person's feelings or intent; contemporary public usage often adds criticism of deferential accommodation.,明確な指示がないまま相手の意向を忖度した。,"Without explicit instructions, I inferred and accommodated the other person's wishes.",相手の意向を忖度せず、必要な点は直接確認する。,"Rather than guessing and accommodating the person's wishes, I confirm important points directly.",相手の意向を推し量る: infer the person's wishes / 上の意向に迎合する: conform to a superior's wishes,"Use の to link the person and intent, then を with 忖度する. In modern prose, expect a critical implication unless context clearly restores the older sense."
取引先へ直行直帰する,とりひきさきへちょっこうちょっきする,torihikisaki e chokkou chokki suru,to travel directly to and from a client site without visiting the office,collocation,Work and Communication,neutral,直行直帰 combines going straight to a work destination and returning home directly afterward; the destination may take へ.,上司の許可を得て取引先へ直行直帰した。,"With my manager's approval, I went directly to the client site and returned home without visiting the office.",取引先へ直行直帰するときも勤怠を記録する。,I still record my working time when traveling directly to and from a client site.,取引先へ直行する: go straight to a client site / 現地から直帰する: return home directly from the site,"Use に or へ for the destination. Follow the employer's approval, expense, and time-recording rules."
報連相を徹底する,ほうれんそうをてっていする,hourensou o tettei suru,"to consistently report, communicate, and consult",collocation,Work and Communication,neutral,報連相 abbreviates 報告・連絡・相談 and is a Japanese workplace mnemonic; 徹底する stresses consistent practice.,事故を防ぐためチーム内の報連相を徹底する。,"We consistently report, communicate, and consult within the team to prevent accidents.",緊急度と責任者を決めたうえで報連相を徹底する。,We define urgency and ownership before applying the report-contact-consult routine consistently.,情報共有を徹底する: ensure consistent information sharing / 上司に報告する: report to a manager,Use を with 徹底する. Explain the three components and adapt channels rather than treating the abbreviation as self-evident.
上司に報告する,じょうしにほうこくする,joushi ni houkoku suru,to report to one's manager,collocation,Work and Communication,neutral,The recipient takes に with 報告する; the matter reported can take を or について.,作業の遅れが分かった時点で上司に報告した。,I reported the delay to my manager as soon as I became aware of it.,事実と推測を分けて上司に報告する。,I separate facts from assumptions when reporting to my manager.,上司に相談する: consult one's manager / 進捗を報告する: report progress,Use に for the recipient. Follow escalation rules and alternative reporting channels where the manager is involved in the issue.
危険を伴う作業,きけんをともなうさぎょう,kiken o tomonau sagyou,work involving hazards,collocation,Work and Communication,neutral,Xを伴う means X is inherently or predictably associated with the activity.,危険を伴う作業は訓練を受けた人だけが行う。,Only trained personnel perform work involving hazards.,危険を伴う作業の前に手順と保護具を確認する。,"Before hazardous work, we check procedures and protective equipment.",危険性の高い作業: high-risk work / 危険が伴う: nonstandard in the core pattern,"Use を with 伴う. Follow legal, site-specific, and manufacturer requirements rather than relying on the label alone."
民間企業で働く,みんかんきぎょうではたらく,minkan kigyou de hataraku,to work for a private-sector company,collocation,Work and Communication,neutral,で marks the organization or setting where one works; 民間企業 contrasts with public-sector bodies.,卒業後は地域の民間企業で働いている。,"After graduating, I work for a local private-sector company.",民間企業で働くか公務員になるか検討した。,I considered whether to work in the private sector or become a public employee.,会社に勤める: be employed by a company / 公的機関で働く: work at a public institution,Use で with 働く and に with 勤める. Avoid translating 民間 as civilian in this business context.
取り急ぎ報告する,とりいそぎほうこくする,toriisogi houkoku suru,to send a prompt preliminary report,collocation,Work and Communication,neutral,取り急ぎ signals that speed is prioritized and fuller information may follow.,詳細を確認中だが、判明した事実だけ取り急ぎ報告した。,"The details were still being checked, but I promptly reported the facts already known.",不足している情報と次の連絡時期も添えて取り急ぎ報告する。,"In the preliminary report, I also state what is missing and when I will follow up.",まずは報告する: report first / 詳細は追って連絡する: send details later,Use 取り急ぎ directly as an adverb. Do not let the formula excuse missing safety-critical facts or a promised follow-up.
海外企業と取引する,かいがいきぎょうととりひきする,kaigai kigyou to torihiki suru,to do business with an overseas company,collocation,Work and Communication,neutral,The commercial counterparty takes と with 取引する.,輸出手続きを確認して海外企業と取引している。,We do business with overseas companies after checking export procedures.,通貨と準拠法を明記して海外企業と取引する。,We specify currency and governing law when doing business with an overseas company.,国内企業と取引する: do business with a domestic company / 海外企業と契約する: contract with an overseas company,"Use と for the counterparty. Verify sanctions, tax, privacy, and trade rules for the actual jurisdictions involved."
新聞社で働く,しんぶんしゃではたらく,shinbunsha de hataraku,to work at a newspaper company,collocation,Work and Communication,neutral,で marks the organization or workplace where the work occurs.,大学を卒業して地方の新聞社で働いている。,"After university, I began working at a local newspaper company.",新聞社で働きながらデータ分析を担当している。,I handle data analysis while working at a newspaper company.,新聞社に勤める: be employed by a newspaper company / 記者として働く: work as a reporter,Use で with 働く and に with 勤める. State the role rather than assuming occupation from the employer.
